Rank	Movie	Release Date	Theatrical Distributor	MPAA Rating	Gross	Tickets Sold	Gender
99	The Dukes	2008-11-14	CAVU Releasing	PG-13	$26,157	3,643	Comedy
100	Sex and Death 101	2008-04-04	Anchor Bay Entert…	R	$23,563	3,281	Comedy
101	Filth and Wisdom	2008-10-17	IFC Films	Not Rated	$22,406	3,120	Comedy
102	Haebyonui Yoin	2008-01-09	New Yorker	Not Rated	$21,957	3,058	Comedy
103	Expired	2008-06-20	MCR Releasing	Not Rated	$21,489	2,992	Comedy
104	Diminished Capacity	2008-07-04	IFC Films	Not Rated	$21,291	2,965	Comedy
105	All Hat	2008-01-18		R	$15,198	2,116	Comedy
106	Poultrygeist: Night of the …	2008-05-09	Troma Entertainment	Not Rated	$13,804	1,922	Comedy
107	Full Grown Men	2008-06-25	Emerging Pictures	Not Rated	$13,716	1,910	Comedy
108	Harold	2008-07-11	City Lights Pictures	PG-13	$13,229	1,842	Comedy
109	My Mexican Shivah	2008-08-29	Emerging Pictures	Not Rated	$13,042	1,816	Comedy
110	Last Stop for Paul	2008-03-08	Mandt Brothers	PG-13	$11,340	1,579	Comedy
111	Så som i himmelen	2008-05-02		Not Rated	$10,236	1,425	Comedy
112	Skid Marks	2008-01-25	Diversa Films	R	$9,344	1,301	Comedy
113	Young People Fucking	2008-08-29	ThinkFilm	Not Rated	$8,340	1,161	Comedy
114	Little Big Top	2008-10-31	Self Distributed	Not Rated	$7,484	1,042	Comedy
115	Ugly aur Pagli	2008-08-01	Shemaroo Entertai…	Not Rated	$7,362	1,025	Comedy
116	Viva	2008-05-02	Vagrant Films	R	$7,197	1,002	Comedy
117	Sure Shot Dombrowski	2007-11-25		Not Rated	$3,500	487	Comedy
118	Lower Learning	2008-10-10	Anchor Bay Entert…	R	$2,804	390	Comedy
119	Fat Girls	2007-11-02	Regent Releasing	R	$1,911	266	Comedy
120	Nina's Heavenly Delights	2007-11-21	Regent Releasing	PG-13	$1,680	233	Comedy
121	Miss Conception	2008-06-06	First Look	R	$1,503	209	Comedy
122	How to Rob a Bank	2008-02-06	IFC Films	Not Rated	$711	99	Comedy
123	Outsourced	2007-09-28	Lantern Lane Ente…	PG-13	$606	84	Comedy
1	The Hangover	2009-06-05	Warner Bros.	R	$277,322,503	36,976,334	Comedy
2	Couples Retreat	2009-10-09	Universal	PG-13	$108,511,760	14,468,234	Comedy
3	Julie & Julia	2009-08-07	Sony Pictures	PG-13	$94,125,426	12,550,056	Comedy
4	Madea Goes To Jail	2009-02-20	Lionsgate	PG-13	$90,508,336	12,067,778	Comedy
5	Zombieland	2009-10-02	Sony Pictures	R	$75,590,286	10,078,704	Comedy
6	I Love You, Man	2009-03-20	Paramount Pictures	R	$72,013,010	9,601,735	Comedy
7	17 Again	2009-04-17	Warner Bros.	PG-13	$64,167,069	8,555,609	Comedy
8	Brüno	2009-07-10	Universal	R	$60,054,530	8,007,270	Comedy
9	Bride Wars	2009-01-09	20th Century Fox	PG	$58,715,510	7,828,735	Comedy
10	Funny People	2009-07-31	Universal	R	$51,855,045	6,914,006	Comedy
11	I Can Do Bad All By Myself	2009-09-11	Lionsgate	PG-13	$51,733,921	6,897,856	Comedy
12	Land of the Lost	2009-06-05	Universal	PG-13	$49,438,370	6,591,782	Comedy
13	Old Dogs	2009-11-25	Walt Disney	PG	$47,239,575	6,298,610	Comedy
14	Year One	2009-06-19	Sony Pictures	PG-13	$43,337,279	5,778,303	Comedy
15	Duplicity	2009-03-20	Universal	PG-13	$40,572,825	5,409,710	Comedy
16	Marley & Me	2008-12-25	20th Century Fox	PG	$36,489,705	4,865,294	Comedy
17	The Informant!	2009-09-18	Warner Bros.	R	$33,316,821	4,442,243	Comedy
18	Dance Flick	2009-05-22	Paramount Pictures	PG-13	$25,794,018	3,439,202	Comedy
19	The Invention of Lying	2009-10-02	Warner Bros.	PG-13	$18,451,251	2,460,167	Comedy
20	Yes Man	2008-12-19	Warner Bros.	PG-13	$18,183,588	2,424,478	Comedy
21	Fired Up	2009-02-20	Sony Pictures	PG-13	$17,231,291	2,297,505	Comedy
22	The Goods: Live Hard, Sell …	2009-08-14	Paramount Vantage	R	$15,122,676	2,016,357	Comedy
23	Whip It	2009-10-02	Fox Searchlight	PG-13	$13,077,184	1,743,625	Comedy
24	Sunshine Cleaning	2009-03-13	Overture Films	R	$12,062,558	1,608,341	Comedy
25	Extract	2009-09-04	Miramax	R	$10,823,158	1,443,087	Comedy
26	De père en flic	2009-07-08		Not Rated	$10,644,453	1,419,260	Comedy
27	Next Day Air	2009-05-08	Summit Entertainment	R	$10,027,047	1,336,939	Comedy
28	Away We Go	2009-06-05	Focus Features	R	$9,451,946	1,260,259	Comedy
29	A Serious Man	2009-10-02	Focus Features	R	$9,190,525	1,225,403	Comedy
30	The Boat That Rocked	2009-11-13	Focus Features	R	$7,994,115	1,065,882	Comedy
31	Bandslam	2009-08-14	Summit Entertainment	PG	$5,210,988	694,798	Comedy
32	3 Idiots	2009-12-23	Big Pictures	PG-13	$4,757,078	634,277	Comedy
33	Miss March	2009-03-13	20th Century Fox	R	$4,543,320	605,776	Comedy
34	Trailer Park Boys: Countdow…	2009-09-25		R	$3,012,677	401,690	Comedy
35	My One and Only	2009-08-21	Freestyle Releasing	PG-13	$2,556,558	340,874	Comedy
36	Four Christmases	2008-11-26	Warner Bros.	PG-13	$1,956,206	260,827	Comedy
37	Rudo y Cursi	2009-05-08	Sony Pictures Cla…	R	$1,827,660	243,688	Comedy
38	Les doigts croches	2009-07-31		Not Rated	$1,662,485	221,664	Comedy
39	I Hope They Serve Beer in Hell	2009-09-25	Freestyle Releasing	R	$1,429,299	190,573	Comedy
40	Paper Heart	2009-08-07	Overture Films	PG-13	$1,274,062	169,874	Comedy
41	Paris	2008-10-03		R	$960,240	128,032	Comedy
42	De Dana Dan	2009-11-25		Not Rated	$944,979	125,997	Comedy
43	Ajab Prem Ki Ghazab Kahani	2009-11-06	Viva Entertainment	Not Rated	$741,238	98,831	Comedy
44	Wake Up Sid	2009-10-02	UTV Communications	Not Rated	$718,766	95,835	Comedy
45	Fanboys	2009-02-06	Weinstein Co.	PG-13	$687,609	91,681	Comedy
46	Play the Game	2009-02-27	Slowhand Cinema	PG-13	$659,483	87,931	Comedy
47	La fille de Monaco	2009-07-03	Magnolia Pictures	R	$602,992	80,398	Comedy
48	Role Models	2008-11-07	Universal	R	$597,215	79,628	Comedy
49	Humpday	2009-07-10	Magnolia Pictures	R	$407,377	54,316	Comedy
50	Vicky Cristina Barcelona	2008-08-15	MGM	PG-13	$386,017	51,468	Comedy
51	Luck by Chance	2009-01-30	AdLab Films	Not Rated	$356,019	47,469	Comedy
52	O'Horten	2009-05-22	Sony Pictures Cla…	PG-13	$302,232	40,297	Comedy
53	Spread	2009-08-14		R	$250,617	33,415	Comedy
54	Big Fan	2009-08-28	First Independent…	R	$230,874	30,783	Comedy
55	Do Knot Disturb	2009-10-02	Big Pictures	Not Rated	$213,525	28,470	Comedy
56	Happy-Go-Lucky	2008-10-10	Miramax	R	$201,587	26,878	Comedy
57	Tulpan	2009-04-01	Zeitgeist	Not Rated	$158,741	21,165	Comedy
58	Zack and Miri Make a Porno	2008-10-31	Weinstein Co.	R	$157,136	20,951	Comedy
59	Amarcord	1974-09-19		R	$128,051	17,073	Comedy
60	Gentlemen Broncos	2009-10-30	Fox Searchlight	PG-13	$115,155	15,354	Comedy
61	Monster Beach Party	2009-04-10	Indican Pictures	Not Rated	$113,132	15,084	Comedy
62	Alien Trespass	2009-04-03	Roadside Attractions	PG	$104,526	13,936	Comedy
63	Gigantic	2009-04-03	First Independent…	R	$102,704	13,693	Comedy
64	Nothing Like the Holidays	2008-12-12	Overture Films	PG-13	$97,952	13,060	Comedy
65	Motherhood	2009-10-23	Freestyle Releasing	PG-13	$93,388	12,451	Comedy
66	Skills Like This	2009-03-20	Shadow	Not Rated	$62,408	8,321	Comedy
67	Soul Men	2008-11-07	MGM	R	$60,453	8,060	Comedy
68	Somers Town	2009-07-17	Film Movement	Not Rated	$54,526	7,270	Comedy
69	Bart Got a Room	2009-04-03	Anchor Bay Entert…	PG-13	$53,760	7,168	Comedy
70	Mystery Team	2009-08-28	Roadside Attractions	R	$53,741	7,165	Comedy
71	Beeswax	2009-08-07	Cinema Guild	Not Rated	$41,439	5,525	Comedy
72	Dai-Nipponjin	2009-05-15	Magnolia Pictures	PG-13	$40,796	5,439	Comedy
73	Absurdistan	2009-02-06	First Run Features	Not Rated	$39,683	5,291	Comedy
74	The Slammin' Salmon	2009-12-11	Anchor Bay Entert…	R	$38,920	5,189	Comedy
75	The Last International Playboy	2009-06-12		R	$25,646	3,419	Comedy
76	JCVD	2008-11-07	Peace Arch Releasing	R	$21,700	2,893	Comedy
77	Adventures of Power	2009-10-09	Variance Films	PG-13	$17,738	2,365	Comedy
78	Splinterheads	2009-11-06	Paladin	R	$16,392	2,185	Comedy
79	Les vacances de M. Hulot	1954-06-16	Janus Films	Not Rated	$16,336	2,178	Comedy
80	L'Argent de poche	2009-11-24	New World	PG	$15,903	2,120	Comedy
81	St. Trinian’s	2009-10-09	NeoClassics Films	PG-13	$15,000	2,000	Comedy
82	Taxidermia	2009-08-14	Regent Releasing	Not Rated	$11,408	1,521	Comedy
83	Janky Promoters	2009-10-16	Third Rail	R	$9,069	1,209	Comedy
84	Looking for Palladin	2009-10-30		R	$7,246	966	Comedy
85	Momma's Man	2008-08-22	ThinkFilm	Not Rated	$5,627	750	Comedy
86	The Marc Pease Experience	2009-08-21	Paramount Vantage	PG-13	$4,033	538	Comedy
87	Familiar Strangers	2008-11-14	Cavalier Films	PG-13	$3,516	468	Comedy
88	Sixty Six	2008-08-01	First Independent…	PG-13	$1,088	145	Comedy
89	Teeth	2008-01-18	Roadside Attractions	R	$886	118	Comedy
90	Patrik, Age 1.5	2009-08-14		Not Rated	$408	54	Comedy
1	Grown Ups	2010-06-25	Sony Pictures	PG-13	$162,001,186	20,532,470	Comedy
2	The Other Guys	2010-08-06	Sony Pictures	PG-13	$119,219,978	15,110,263	Comedy
3	Little Fockers	2010-12-22	Universal	PG-13	$102,576,190	13,000,785	Comedy
4	Due Date	2010-11-05	Warner Bros.	R	$99,231,922	12,576,923	Comedy
5	Date Night	2010-04-09	20th Century Fox	PG-13	$98,711,404	12,510,951	Comedy
6	Sex and the City 2	2010-05-27	Warner Bros.	R	$95,347,692	12,084,625	Comedy
7	Dinner for Schmucks	2010-07-30	Paramount Pictures	PG-13	$73,026,337	9,255,556	Comedy
8	Get Him to the Greek	2010-06-04	Universal	R	$61,153,526	7,750,764	Comedy
9	Easy A	2010-09-17	Sony Pictures	PG-13	$58,401,464	7,401,960	Comedy
10	Hot Tub Time Machine	2010-03-26	MGM	R	$50,269,859	6,371,338	Comedy
11	Cop Out	2010-02-26	Warner Bros.	R	$44,875,481	5,687,640	Comedy
12	Vampires Suck	2010-08-18	20th Century Fox	PG-13	$36,661,504	4,646,578	Comedy
13	Scott Pilgrim vs. The World	2010-08-13	Universal	PG-13	$31,611,316	4,006,504	Comedy
14	Morning Glory	2010-11-10	Paramount Pictures	PG-13	$30,759,976	3,898,603	Comedy
15	You Again	2010-09-24	Walt Disney	PG	$25,702,053	3,257,547	Comedy
16	Lottery Ticket	2010-08-20	Warner Bros.	PG-13	$24,719,879	3,133,065	Comedy
17	The Kids Are All Right	2010-07-09	Focus Features	R	$20,811,365	2,637,688	Comedy
18	Our Family Wedding	2010-03-12	Fox Searchlight	PG-13	$20,255,281	2,567,209	Comedy
19	Youth in Revolt	2010-01-08	Weinstein/Dimension	R	$15,285,588	1,937,336	Comedy
20	MacGruber	2010-05-21	Universal	R	$8,525,600	1,080,558	Comedy
21	Cyrus	2010-06-18	Fox Searchlight	R	$7,468,936	946,633	Comedy
22	City Island	2010-03-19	Anchor Bay Entert…	PG-13	$6,671,283	845,536	Comedy
23	It's Kind of a Funny Story	2010-10-08	Focus Features	PG-13	$6,363,628	806,543	Comedy
24	Old Dogs	2009-11-25	Walt Disney	PG	$2,252,485	285,486	Comedy
25	3 Idiots	2009-12-23	Big Pictures	PG-13	$1,776,771	225,192	Comedy
26	Micmacs	2010-05-28	Sony Pictures Cla…	R	$1,259,693	159,656	Comedy
27	Golmaal 3	2010-11-05	Eros Entertainment	Not Rated	$1,132,192	143,497	Comedy
28	I Love You, Phillip Morris	2010-12-03	Roadside Attractions	R	$1,126,302	142,750	Comedy
29	Tees Maar Khan	2010-12-22	UTV Communications	Not Rated	$1,030,502	130,608	Comedy
30	Middle Men	2010-08-06	Paramount Vantage	R	$754,301	95,602	Comedy
31	Couples Retreat	2009-10-09	Universal	PG-13	$693,900	87,947	Comedy
32	Pranzo di ferragosto	2010-03-17	Zeitgeist	Not Rated	$675,299	85,589	Comedy
33	The Virginity Hit	2010-09-24	Sony Pictures	R	$636,706	80,698	Comedy
34	Jack Goes Boating	2010-09-17	Overture Films	R	$541,992	68,694	Comedy
35	Khatta Meetha	2010-07-23	Eros Entertainment	Not Rated	$541,904	68,682	Comedy
36	Tamara Drewe	2010-10-08	Sony Pictures Cla…	R	$526,639	66,747	Comedy
37	L'arnacouer	2010-09-10	IFC Films	Not Rated	$504,030	63,882	Comedy
38	The Extra Man	2010-07-30	Magnolia Pictures	R	$453,377	57,462	Comedy
39	The Trotsky	2010-05-14		Not Rated	$440,008	55,767	Comedy
40	Today's Special	2010-11-19	Reliance Big Pict…	R	$317,831	40,282	Comedy
41	Tiny Furniture	2010-11-12	IFC Films	Not Rated	$286,707	36,338	Comedy
42	No Problem	2010-12-10	Eros Entertainment	Not Rated	$285,468	36,180	Comedy
43	Le baiser du barbu	2010-06-18		Not Rated	$249,519	31,624	Comedy
44	Atithi Tum Kab Jaoge?	2010-03-05	Viva Entertainment	Not Rated	$235,847	29,891	Comedy
45	Rare Exports: A Christmas Tale	2010-12-03	Oscilloscope Pict…	R	$215,430	27,304	Comedy
46	Parlez-moi de la pluie	2010-06-18	IFC Films	Not Rated	$111,844	14,175	Comedy
47	Wild Target	2010-10-29	Freestyle Releasing	PG-13	$109,338	13,857	Comedy
48	The Romantics	2010-09-10	Four of a Kind Pr…	PG-13	$106,524	13,501	Comedy
49	Saint John of Las Vegas	2010-01-29	IndieVest Pictures	R	$102,645	13,009	Comedy
50	Crazy on the Outside	2010-01-08	Freestyle Releasing	PG-13	$88,335	11,195	Comedy
51	Rosencrantz and Guildenstei…	2010-06-04	Indican Pictures	Not Rated	$70,563	8,943	Comedy
52	Dulha Mil Gaya	2010-01-08	Viva Entertainment	Not Rated	$67,511	8,556	Comedy
53	Patrik, Age 1.5	2009-08-14		Not Rated	$57,060	7,231	Comedy
54	Le code a changé	2010-08-27	IFC Films	Not Rated	$46,714	5,920	Comedy
55	Les vacances de M. Hulot	1954-06-16	Janus Films	Not Rated	$45,746	5,797	Comedy
56	A Serious Man	2009-10-02	Focus Features	R	$38,263	4,849	Comedy
57	Mystery Team	2009-08-28	Roadside Attractions	R	$35,701	4,524	Comedy
58	36 vues du Pic Saint Loup	2010-07-09	Cinema Guild	Not Rated	$31,377	3,976	Comedy
59	Lbs.	2010-03-26	Truly Indie	Not Rated	$29,866	3,785	Comedy
60	Expecting Mary	2010-09-10	Rocky Mountain Pi…	PG	$28,700	3,637	Comedy
61	BoyBand	2010-06-04	Artigo Ajemian Films	Not Rated	$28,336	3,591	Comedy
62	Tamo i ovde	2010-05-14		Not Rated	$24,460	3,100	Comedy
63	The Boat That Rocked	2009-11-13	Focus Features	R	$23,352	2,959	Comedy
64	Trash Humpers	2010-05-07		Not Rated	$21,826	2,766	Comedy
65	Douchebag	2010-10-01	Paladin	Not Rated	$20,615	2,612	Comedy
66	L'Argent de poche	2009-11-24	New World	PG	$18,675	2,366	Comedy
67	Paper Man	2010-04-23	MPI Media Group	R	$15,389	1,950	Comedy
68	Hey, Hey, It's Esther Blueb…	2010-04-23	Monterey Media	PG-13	$15,222	1,929	Comedy
69	Violet Tendencies	2010-11-05	Embrem Entertainment	Not Rated	$11,863	1,503	Comedy
70	White Wedding	2010-09-03	The Little Film C…	PG-13	$11,711	1,484	Comedy
71	Misconceptions	2010-01-22	Regent Releasing	Not Rated	$6,892	873	Comedy
72	Beeswax	2009-08-07	Cinema Guild	Not Rated	$5,151	652	Comedy
73	The Winning Season	2010-09-03	Roadside Attractions	PG-13	$5,000	633	Comedy
74	Big Fan	2009-08-28	First Independent…	R	$3,666	464	Comedy
75	Amarcord	1974-09-19		R	$3,326	421	Comedy
76	My Year Without Sex	2010-03-12	Strand	Not Rated	$3,119	395	Comedy
77	The Slammin' Salmon	2009-12-11	Anchor Bay Entert…	R	$2,510	318	Comedy
78	El Súperstar: The Unlikely …	2010-09-17	Cinema Libre	Not Rated	$2,330	295	Comedy
79	Drool	2010-01-22	Strand	Not Rated	$1,403	177	Comedy
80	To Die is Hard	2010-12-17	Driving With Our …	Not Rated	$112	14	Comedy
1	The Hangover Part II	2011-05-26	Warner Bros.	R	$254,464,305	32,088,815	Comedy
2	Bridesmaids	2011-05-13	Universal	R	$169,211,718	21,338,174	Comedy
3	Horrible Bosses	2011-07-08	Warner Bros.	R	$117,538,559	14,822,012	Comedy
4	Bad Teacher	2011-06-24	Sony Pictures	R	$100,292,856	12,647,270	Comedy
5	Gnomeo and Juliet	2011-02-11	Walt Disney	G	$99,967,670	12,606,263	Comedy
6	Crazy, Stupid, Love	2011-07-29	Warner Bros.	PG-13	$84,351,197	10,636,973	Comedy
7	Tower Heist	2011-11-04	Universal	PG-13	$76,802,225	9,685,022	Comedy
8	Jack and Jill	2011-11-11	Sony Pictures	PG	$71,697,648	9,041,317	Comedy
9	Madea’s Big Happy Family	2011-04-22	Lionsgate	PG-13	$53,345,287	6,727,022	Comedy
10	The Dilemma	2011-01-14	Universal	PG-13	$48,475,290	6,112,899	Comedy
11	Little Fockers	2010-12-22	Universal	PG-13	$45,862,410	5,783,406	Comedy
12	Hall Pass	2011-02-25	Warner Bros.	R	$45,060,734	5,682,312	Comedy
13	Big Mommas: Like Father, Li…	2011-02-18	20th Century Fox	PG-13	$37,915,414	4,781,263	Comedy
14	Paul	2011-03-18	Universal	R	$37,412,945	4,717,900	Comedy
15	The Change-Up	2011-08-05	Universal	R	$37,243,418	4,696,522	Comedy
16	A Very Harold & Kumar 3D Ch…	2011-11-04	Warner Bros.	R	$34,928,545	4,404,608	Comedy
17	Our Idiot Brother	2011-08-26	Weinstein Co.	R	$24,814,830	3,129,234	Comedy
18	Your Highness	2011-04-08	Universal	R	$21,596,445	2,723,385	Comedy
19	Young Adult	2011-12-09	Paramount Pictures	R	$12,669,252	1,597,636	Comedy
20	Prom	2011-04-29	Walt Disney	PG	$10,130,219	1,277,455	Comedy
21	I Don't Know How She Does It	2011-09-16	Weinstein Co.	PG-13	$9,659,074	1,218,042	Comedy
22	The Big Year	2011-10-14	20th Century Fox	PG	$7,204,138	908,466	Comedy
23	Take Me Home Tonight	2011-03-04	Relativity	R	$6,928,068	873,652	Comedy
24	Cedar Rapids	2011-02-11	Fox Searchlight	R	$6,861,102	865,208	Comedy
25	The Guard	2011-07-29	Sony Pictures Cla…	R	$5,336,144	672,905	Comedy
26	Starbuck	2011-07-29	Entertainment One	R	$3,450,087	435,067	Comedy
27	Le sens de l’humour	2011-07-06	Alliance Atlantis	Not Rated	$3,179,193	400,907	Comedy
28	Bucky Larson: Born to Be a …	2011-09-09	Sony Pictures	R	$2,529,395	318,965	Comedy
29	The Trip	2011-06-10	IFC Films	Not Rated	$2,030,962	256,111	Comedy
30	Potiche	2011-03-25	Music Box Films	R	$1,618,844	204,141	Comedy
31	Delhi Belly	2011-07-01	UTV Communications	Not Rated	$1,532,594	193,265	Comedy
32	Breakaway	2011-09-30	Alliance Atlantis	PG-13	$1,481,735	186,851	Comedy
33	Due Date	2010-11-05	Warner Bros.	R	$1,307,121	164,832	Comedy
34	Desi Boyz	2011-11-25	Eros Entertainment	Not Rated	$1,066,167	134,447	Comedy
35	Yamla Pagla Deewana	2011-01-14	Eros Entertainment	Not Rated	$971,240	122,476	Comedy
36	The Beaver	2011-05-06	Summit Entertainment	PG-13	$970,816	122,423	Comedy
37	Redi	2011-06-03	Eros Entertainment	Not Rated	$934,951	117,900	Comedy
38	I Love You, Phillip Morris	2010-12-03	Roadside Attractions	R	$911,157	114,900	Comedy
39	Les femmes du 6ème étage	2011-06-03	Films Seville	Not Rated	$733,294	92,470	Comedy
40	Terri	2011-07-01	ATO Pictures	R	$655,802	82,698	Comedy
41	Double Dhamaal	2011-06-24	Reliance Big Pict…	Not Rated	$543,646	68,555	Comedy
42	Le nom des gens	2011-06-24	Music Box Films	R	$514,237	64,847	Comedy
43	Submarine	2011-06-03	Weinstein Co.	R	$467,602	58,966	Comedy
44	Morning Glory	2010-11-10	Paramount Pictures	PG-13	$251,756	31,747	Comedy
45	Tanu Weds Manu	2011-02-25	Viva Entertainment	Not Rated	$240,020	30,267	Comedy
46	Rien à déclarer	2011-08-26	Entertainment One	Not Rated	$182,295	22,988	Comedy
47	The Last Godfather	2011-04-01	Roadside Attractions	PG-13	$164,247	20,712	Comedy
48	Pastorela	2011-12-02	Lionsgate	R	$161,194	20,327	Comedy
49	A Good Old Fashioned Orgy	2011-09-02	Samuel Goldwyn Films	R	$154,604	19,496	Comedy
50	3D Sex and Zen: Extreme Ecs…	2011-08-12	China Lion Film D…	Not Rated	$152,365	19,213	Comedy
51	Dil Toh Baccha Hai Ji	2011-01-28	Viva Entertainment	Not Rated	$139,770	17,625	Comedy
52	Labios Rojos	2011-10-14	Lionsgate	R	$136,163	17,170	Comedy
53	Wo Zhi Nv Ren Xin	2011-02-03	China Lion Film D…	Not Rated	$123,527	15,577	Comedy
54	Kaboom	2011-01-28	IFC Films	Not Rated	$118,919	14,996	Comedy
55	Tiny Furniture	2010-11-12	IFC Films	Not Rated	$104,967	13,236	Comedy
56	Henry's Crime	2011-04-08	Motion Pictures F…	R	$102,541	12,930	Comedy
57	A Little Help	2011-07-22	Freestyle Releasing	R	$96,868	12,215	Comedy
58	Evil Bong 3 The Wrath Of Bong!	2011-04-09	Full Moon Features	R	$91,260	11,508	Comedy
59	Co Dau Dai Chien	2011-05-06	Variance Films	Not Rated	$64,572	8,142	Comedy
60	Dao Jian Xiao	2011-03-18	China Lion Film D…	PG-13	$47,897	6,039	Comedy
61	Tees Maar Khan	2010-12-22	UTV Communications	Not Rated	$45,764	5,770	Comedy
62	CornerStore	2011-08-12	Shotown Pictures	Not Rated	$40,508	5,108	Comedy
63	Tamara Drewe	2010-10-08	Sony Pictures Cla…	R	$33,752	4,256	Comedy
64	Meet Monica Velour	2011-04-08	Anchor Bay Entert…	R	$33,042	4,166	Comedy
65	Octubre	2011-05-06	New Yorker	Not Rated	$32,127	4,051	Comedy
66	Cat Run	2011-04-01	Paladin	R	$30,100	3,795	Comedy
67	Salvation Boulevard	2011-07-15	IFC Films	R	$28,004	3,531	Comedy
68	Caesar & Otto's Summer Camp…	2011-09-16	Nocturnal Features	Not Rated	$25,844	3,259	Comedy
69	The Other Woman	2011-02-04	IFC Films	R	$25,423	3,206	Comedy
70	Immigration Tango	2011-02-18	Roadside Attractions	R	$24,554	3,096	Comedy
71	Bheja Fry 2	2011-06-17		Not Rated	$22,266	2,807	Comedy
72	Rare Exports: A Christmas Tale	2010-12-03	Oscilloscope Pict…	R	$20,917	2,637	Comedy
73	4 aventures de Reinette et …	2011-07-20	The Film Desk	Not Rated	$18,755	2,365	Comedy
74	The Chaperone	2011-02-18	Samuel Goldwyn Films	PG-13	$14,400	1,815	Comedy
75	Peep World	2011-03-25	IFC Films	R	$14,351	1,810	Comedy
76	Sympathy for Delicious	2011-04-29	Maya Releasing	R	$13,826	1,743	Comedy
77	Elektra Luxx	2011-03-11	Samuel Goldwyn Films	R	$11,514	1,451	Comedy
78	Matrimonio all'italiana	2011-09-23	Kino Classics	Not Rated	$10,600	1,336	Comedy
79	Certifiably Jonathan	2011-02-11		Not Rated	$7,826	986	Comedy
80	Janie Jones	2011-10-28	TriBeca Films	Not Rated	$6,840	862	Comedy
81	Chillar Party	2011-07-08	UTV Communications	Not Rated	$6,330	798	Comedy
82	The Worst Movie EVER!	2011-08-19	Hiltz Squared	Not Rated	$5,303	668	Comedy
83	Flypaper	2011-08-19	IFC Films	Not Rated	$5,043	636	Comedy
84	The Catechism Cataclysm	2011-10-19	IFC Midnight	Not Rated	$4,373	551	Comedy
85	Fancypants	2011-09-30	Humble Pie Films	PG-13	$4,227	533	Comedy
86	Balls to the Wall	2011-10-21	Midwest Movies	R	$3,140	395	Comedy
87	About Fifty	2011-11-11	Screen Media Films	R	$2,500	315	Comedy
88	To Die is Hard	2010-12-17	Driving With Our …	Not Rated	$1,938	244	Comedy
89	Love, Wedding, Marriage	2011-06-03	IFC Films	PG-13	$1,926	243	Comedy
90	36 vues du Pic Saint Loup	2010-07-09	Cinema Guild	Not Rated	$1,839	231	Comedy
91	They’re Out of Business	2011-04-11	IFC Films	Not Rated	$1,655	209	Comedy
92	L'Argent de poche	2009-11-24	New World	PG	$1,650	208	Comedy
93	Violet Tendencies	2010-11-05	Embrem Entertainment	Not Rated	$1,441	181	Comedy
94	Rosencrantz and Guildenstei…	2010-06-04	Indican Pictures	Not Rated	$444	55	Comedy
1	Ted	2012-06-29	Universal	R	$218,665,740	27,470,570	Comedy
2	21 Jump Street	2012-03-16	Sony Pictures	R	$138,447,667	17,392,922	Comedy
3	Magic Mike	2012-06-29	Warner Bros.	R	$113,721,571	14,286,629	Comedy
4	The Campaign	2012-08-10	Warner Bros.	R	$86,907,746	10,918,058	Comedy
5	Tyler Perry's Madea's Witne…	2012-06-29	Lionsgate	PG-13	$65,653,242	8,247,894	Comedy
6	Pitch Perfect	2012-09-28	Universal	PG-13	$64,655,858	8,122,595	Comedy
7	The Dictator	2012-05-16	Paramount Pictures	R	$59,650,222	7,493,746	Comedy
8	American Reunion	2012-04-06	Universal	R	$56,758,835	7,130,506	Comedy
9	Project X	2012-03-02	Warner Bros.	R	$54,731,865	6,875,862	Comedy
10	This is 40	2012-12-21	Universal	R	$54,255,195	6,815,979	Comedy
11	The Best Exotic Marigold Hotel	2012-05-04	Fox Searchlight	PG-13	$46,383,639	5,827,090	Comedy
12	The Three Stooges	2012-04-13	20th Century Fox	PG	$44,338,224	5,570,128	Comedy
13	Here Comes the Boom	2012-10-12	Sony Pictures	PG	$44,101,002	5,540,326	Comedy
14	That’s My Boy	2012-06-15	Sony Pictures	R	$36,931,089	4,639,584	Comedy
15	The Watch	2012-07-27	20th Century Fox	R	$34,353,000	4,315,703	Comedy
16	The Guilt Trip	2012-12-19	Paramount Pictures	PG-13	$31,111,882	3,908,527	Comedy
17	One for the Money	2012-01-27	Lionsgate	PG-13	$26,414,527	3,318,407	Comedy
18	A Thousand Words	2012-03-09	Paramount Pictures	PG-13	$18,450,127	2,317,855	Comedy
19	Wanderlust	2012-02-24	Universal	R	$17,288,155	2,171,878	Comedy
20	Seven Psychopaths	2012-10-12	CBS Films	R	$15,024,049	1,887,443	Comedy
21	Hit & Run	2012-08-22	Open Road	R	$13,749,300	1,727,298	Comedy
22	Les Intouchables	2012-05-25	Weinstein Co.	R	$13,160,899	1,653,379	Comedy
23	Fun Size	2012-10-26	Paramount Pictures	PG-13	$9,409,538	1,182,102	Comedy
24	Seeking a Friend for the En…	2012-06-22	Focus Features	R	$7,078,738	889,288	Comedy
25	Casa de mi Padre	2012-03-16	Lionsgate	R	$5,909,483	742,397	Comedy
26	Jeff, Who Lives at Home	2012-03-16	Paramount Vantage	R	$4,269,426	536,360	Comedy
27	Goon	2012-02-24	Alliance Atlantis	R	$4,164,911	523,230	Comedy
